State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_type_TCPD,Party_ID,Max_Poll_No,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Country,Women %,,,Name of Party,Result_2019,Result_2014,Share_2019,Share_2014,MH_2009_Party,MH_2009_Seats,MH_2009_Votes%,MH_2014_Party,MH_2014_Seats,MH_2014_Votes%,MH_Year,Congress Seats
Telangana,17,7,2019,4,0,4,9,SAI KIRAN GONE,M,IND,1664,,1563063,3149710,MALKAJGIRI,GEN,TELENGANA,12,49.63,0.11,yes,313,0.02,3.03,2691,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,7,2019,4,0,4,10,CHAMAKURA RAJAIAH,M,Social Justice Party of India,1351,,1563063,3149710,MALKAJGIRI,GEN,TELENGANA,12,49.63,0.09,yes,115,0.01,3.03,2683,Local Party,7991,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,7,2019,4,0,4,11,BALAMANI BURU,F,India Praja Bandhu Party,1236,,1563063,3149710,MALKAJGIRI,GEN,TELENGANA,12,49.63,0.08,yes,56,0,3.03,2685,Local Party,3331,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,7,2019,4,0,4,12,CHALIKA CHANDRA SEKHAR,M,IND,1180,,1563063,3149710,MALKAJGIRI,GEN,TELENGANA,12,49.63,0.08,yes,460,0.03,3.03,2687,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,7,2019,4,0,4,13,DHARMASANAM BHANUMURTHY,M,Praja Satta Party,720,,1563063,3149710,MALKAJGIRI,GEN,TELENGANA,12,49.63,0.05,yes,0,0,3.03,2684,Local Party,6133,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,1,G . KISHAN REDDY,M,BJP,384780,GEN,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,42.05,no,62114,6.79,2.94,2693,National Party,1605,0,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,2,TALASANI SAI KIRAN YADAV,M,TRS,322666,GEN,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,35.26,no,149437,16.33,2.94,2702,State-based Party,8284,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,3,ANJAN KUMAR YADAV. M,M,INC,173229,GEN,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,18.93,no,163546,17.87,2.94,GEAP74658,National Party,3482,0,TRUE,4,INC,3482,,,TRUE,2,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,4,N . SHANKAR GOUD,M,Janasena Party,9683,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,1.06,yes,645,0.07,2.94,2704,Local Party,17069,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,5,None Of The Above,,NOTA,9038,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.99,yes,7545,0.82,2.94,,,,0,TRUE,947,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,6,K . VENKATANARAYANA,M,IND,1493,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.16,yes,93,0.01,2.94,2719,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,7,ANDRAPU SUDHARSHAN ( GANGAPUTRA ),M,IND,1400,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.15,yes,103,0.01,2.94,2709,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,8,CHALLA RAM KALYAN,M,Bhartiya Anarakshit Party,1297,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.14,yes,150,0.02,2.94,2697,Local Party,17536,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,9,M . ASHOK KUMAR,M,Samajwadi Forward Bloc,1147,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.13,yes,67,0.01,2.94,2695,Local Party,7333,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,10,ABDALLAH IBRAHIM,M,IND,1080,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.12,yes,277,0.03,2.94,2708,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,11,AKHIL CHIRRAVURI,M,IND,803,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.09,yes,85,0.01,2.94,2706,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,12,NANDIPATI VINOD KUMAR,M,IND,718,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.08,yes,70,0.01,2.94,2711,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,13,JUNAID ANAM SIDDIQUI,M,IND,648,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.07,yes,18,0,2.94,2710,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,14,MUNEER PASHA,M,IND,630,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.07,yes,44,0,2.94,2716,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,15,J . N . RAO,M,Dalita Bahujana Party,586,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.06,yes,21,0,2.94,2701,Local Party,2895,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,16,SRIRAMA NAIK MUNAVATH,M,IND,565,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.06,yes,8,0,2.94,2720,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,17,R . LAXMAN RAO GANGAPUTRA,M,IND,557,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.06,yes,2,0,2.94,2718,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,18,M . D . NAZEERUDDIN QUADRI,M,Akhil Bharatiya Muslim League (Secular),555,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.06,yes,34,0,2.94,2699,Local Party,339,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,19,G . LAXMINARSIMHA RAO,M,Telangana Prajala Party,521,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.06,yes,30,0,2.94,GEAP51866,Local Party,8283,0,TRUE,2,NTRTDP(LP),11834,,,FALSE,0,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,20,ABDUL AZEEM,M,IND,491,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.05,yes,7,0,2.94,2707,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,21,M. G. SAI BABA,M,IND,484,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.05,yes,51,0.01,2.94,2721,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,22,S . SATYAVATHI,F,Pyramid Party of India,433,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.05,yes,12,0,2.94,2705,Local Party,6298,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,23,FARHA NAAZ KHAN,F,IND,421,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.05,yes,1,0,2.94,2712,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,24,ANDUKURI VIJAYA BHASKAR,M,India Praja Bandhu Party,420,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.05,yes,60,0.01,2.94,156,Local Party,3331,0,TRUE,2,India Praja Bandhu Party,3331,,,TRUE,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,25,DORNALA JAYA PRAKASH,M,New India Party,360,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.04,yes,26,0,2.94,2727,Local Party,11788,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,26,J . MALLESH,M,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),334,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.04,yes,1,0,2.94,2700,State-based Party,8082,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,27,BATHULA RAVI,M,IND,333,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.04,yes,116,0.01,2.94,2714,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,28,BODDU SATISH,M,IND,217,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.02,yes,0,0,2.94,2715,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,8,2019,4,0,4,29,RAVI KUMAR VODELA,M,IND,217,,915106,1968147,SECUNDRABAD,GEN,TELENGANA,28,46.5,0.02,yes,0,0,2.94,2717,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,1,ASADUDDIN OWAISI,M,AIMIM,517471,GEN,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,58.95,no,282186,32.14,2.33,GEAP74649,State-based Party,706,0,TRUE,4,AIMIM,706,,,TRUE,4,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,2,Dr. BHAGAVANTH RAO,M,BJP,235285,GEN,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,26.8,no,172046,19.6,2.33,GEAP169,National Party,1605,0,TRUE,2,BJP,1605,,,TRUE,0,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,3,PUSTHE SRIKANTH,M,TRS,63239,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,7.2,yes,13295,1.51,2.33,2724,State-based Party,8284,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,4,MOHAMMED FEROZ KHAN,M,INC,49944,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,5.69,yes,44291,5.05,2.33,2726,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,5,None Of The Above,,NOTA,5653,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.64,yes,3938,0.45,2.33,,,,0,TRUE,948,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,6,Dr. H. SUSHEEL RAJ,M,IND,1715,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.2,yes,1016,0.12,2.33,2737,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,7,DORNALA JAYA PRAKASH,M,New India Party,699,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.08,yes,146,0.02,2.33,2727,Local Party,11788,0,TRUE,2,New India Party,11788,,,TRUE,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,8,SANJAY KUMAR SHUKLA,M,IND,553,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.06,yes,59,0.01,2.33,2736,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,9,MOHD AHMED,M,IND,494,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.06,yes,61,0.01,2.33,2734,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,10,V. BAL KRISHNA,M,IND,433,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.05,yes,13,0,2.33,2731,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,11,K. MAHESHWAR,M,IND,420,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.05,yes,4,0,2.33,2735,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,12,L. ASHOK NATH,M,IND,416,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.05,yes,2,0,2.33,2729,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,13,K. NAGARAJ,M,IND,414,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.05,yes,6,0,2.33,2730,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,14,RANGACHARYA,M,Samajwadi Forward Bloc,408,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.05,yes,9,0,2.33,2728,Local Party,7333,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,15,BEERAMGANTI VENKAT RAMESH NAIDU,M,IND,399,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.05,yes,70,0.01,2.33,2732,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,9,2019,4,0,4,16,MOHAMMED ABDUL AZEEM,M,IND,329,,877872,1957772,HYDERABAD,GEN,TELENGANA,15,44.84,0.04,yes,0,0,2.33,2733,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,1,Dr. G. Ranjith Reddy,M,TRS,528148,GEN,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,40.62,no,14317,1.1,2.94,2739,State-based Party,8284,0,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,2,Konda Vishweshwar Reddy,M,INC,513831,GEN,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,39.52,no,311871,23.99,2.94,GEAP219,National Party,3482,0,TRUE,2,TRS,8284,,,FALSE,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,3,B. Janardhan Reddy,M,BJP,201960,GEN,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,15.53,yes,192716,14.82,2.94,2741,National Party,1605,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,4,None Of The Above,,NOTA,9244,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.71,yes,2512,0.19,2.94,,,,0,TRUE,949,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,5,Yedla Suresh,M,IND,6732,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.52,yes,506,0.04,2.94,2755,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,6,Vanam Sudhakar,M,Marxist Communist Party of India (United),6226,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.48,yes,1366,0.11,2.94,2752,Local Party,5399,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,7,Vijay Aarya,M,BSP,4860,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.37,yes,346,0.03,2.94,2742,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,8,A.A. Sabri,M,IND,4514,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.35,yes,335,0.03,2.94,2753,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,9,Baswaiah Madiga,M,Prajaa Swaraaj Party,4179,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.32,yes,319,0.02,2.94,2740,Local Party,6178,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,10,Anusha Keshavabhatla,F,IND,3860,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.3,yes,1705,0.13,2.94,2754,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,11,Bennala Julee,F,National Women's Party,2155,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.17,yes,350,0.03,2.94,2749,Local Party,18220,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,12,P. Purushotham,M,IND,1805,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.14,yes,282,0.02,2.94,2758,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,13,Ija Venkatesh Goud,M,Social Justice Party of India,1523,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.12,yes,65,0,2.94,2751,Local Party,7991,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,14,Ragam Sathesh Yadav,M,All India Forward Bloc,1458,GEN,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.11,yes,62,0,2.94,2750,State-based Party,3040,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,15,Jaidupally Yadaiah,M,IND,1396,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.11,yes,173,0.01,2.94,2756,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,16,Nalla Prem Kumar,M,Prem Janata Dal,1223,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.09,yes,109,0.01,2.94,2747,Local Party,6198,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,17,Palamakula Madhu,M,India Praja Bandhu Party,1114,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.09,yes,11,0,2.94,2748,Local Party,3331,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,18,Chepuri Raju,M,Dalita Bahujana Party,1103,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.08,yes,25,0,2.94,2746,Local Party,2895,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,19,T. Durga Prasad,M,IND,1078,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.08,yes,219,0.02,2.94,2757,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,20,Giri Kummari,M,Pyramid Party of India,859,GEN,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.07,yes,78,0.01,2.94,GEAP222,Local Party,6298,0,TRUE,3,PPOI,6298,,,TRUE,0,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,21,G. Ravi Kumar Yadav,M,IND,781,GEN,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.06,yes,10,0,2.94,2759,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,22,Sanem Raju Goud,M,IND,771,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.06,yes,4,0,2.94,2760,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,23,Korra Pandu Naik,M,Bahujan Mukti Party,767,,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.06,yes,160,0.01,2.94,2744,Local Party,1074,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,10,2019,4,0,4,24,Gurram Papi Reddy,M,Ambedkar National Congress,607,GEN,1300194,2442600,CHELVELLA,GEN,TELENGANA,23,53.23,0.05,yes,0,0,2.94,2745,Local Party,840,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,1,MANNE SRINIVAS REDDY,M,TRS,411402,GEN,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,41.78,no,77829,7.9,3.12,2763,State-based Party,8284,0,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,2,ARUNA D.K,F,BJP,333573,GEN,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,33.88,no,139942,14.21,3.12,GEAP53740,National Party,1605,0,TRUE,2,TDP,8300,,,FALSE,0,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,3,CHALLA VAMSHI CHAND REDDY,M,INC,193631,GEN,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,19.67,no,183031,18.59,3.12,2762,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,4,None Of The Above,,NOTA,10600,,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,1.08,yes,2105,0.21,3.12,,,,0,TRUE,950,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,5,Imtiyaz Ahamad,M,IND,8495,,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,0.86,yes,2712,0.28,3.12,2769,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,6,POLA PRASHANTH KUMAR,M,IND,5783,,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,0.59,yes,1048,0.11,3.12,2772,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,7,Munnurukapu Gopal Reddy,M,IND,4735,GEN,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,0.48,yes,273,0.03,3.12,2773,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,8,IMRAN AHMED KHAN,M,Ambedkar National Congress,4462,,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,0.45,yes,973,0.1,3.12,2765,Local Party,840,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,9,D. Thimmappa,M,IND,3489,,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,0.35,yes,1007,0.1,3.12,2771,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,10,V. DASRAM NAYAK,M,Bahujan Mukti Party,2482,,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,0.25,yes,11,0,3.12,2766,Local Party,1074,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,11,JORIGHA VISHWESHWAR,M,IND,2471,,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,0.25,yes,459,0.05,3.12,2770,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,12,E. Shivadurgavaraprasad Reddy,M,Indian Rakshaka Nayakudu Party,2012,GEN,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,0.2,yes,513,0.05,3.12,2767,Local Party,17552,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Telangana,17,11,2019,4,0,4,13,Azeez Khan M.A.,M,IND,1499,,984634,1505190,MAHBUBNAGAR,GEN,TELENGANA,12,65.42,0.15,yes,0,0,3.12,2768,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
